11.020066,-74.851081
11.020051,-74.851089
11.020051,-74.851089
11.020051,-74.851089
11.020009,-74.851089
11.020011,-74.851104
11.020031,-74.851119
11.020037,-74.851127
11.020033,-74.851135
11.020026,-74.851135
11.020008,-74.851142
11.019987,-74.851142
11.019965,-74.85115
11.019942,-74.85115
11.019919,-74.85115
11.019895,-74.851165
11.019873,-74.851165
11.019853,-74.851173
11.01983,-74.851181
11.019809,-74.851181
11.01979,-74.851188
11.019772,-74.851188
11.019757,-74.851188
11.019734,-74.851181
11.019723,-74.851181
11.019715,-74.851181
11.019697,-74.851181
11.019674,-74.851181
11.019656,-74.851188
11.019639,-74.851196
11.019621,-74.851196
11.019601,-74.851211
11.019578,-74.851219
11.019556,-74.851219
11.019534,-74.851219
11.019512,-74.851234
11.019492,-74.851242
11.019474,-74.851249
11.019455,-74.851264
11.019436,-74.85128
11.01942,-74.851287
11.019406,-74.851295
11.01939,-74.851303
11.019371,-74.85131
11.019353,-74.851325
11.019332,-74.851333
11.019312,-74.851348
11.019293,-74.851356
11.019293,-74.851356
11.019293,-74.851356
11.019293,-74.851356
11.019293,-74.851356
11.019182,-74.851402
11.019162,-74.851402
11.019139,-74.851402
11.019116,-74.851402
11.019091,-74.851394
11.019066,-74.851394
11.019043,-74.851394
11.019019,-74.851394
11.018998,-74.851394
11.018978,-74.851394
11.018958,-74.851402
11.018938,-74.851402
11.018919,-74.851409
11.0189,-74.851425
11.018881,-74.851425
11.018859,-74.851432
11.018838,-74.851432
11.018819,-74.85144
11.018797,-74.85144
11.018776,-74.851448
11.018756,-74.851455
11.018735,-74.851463
11.018712,-74.85147
11.018692,-74.85147
11.018671,-74.851478
11.01865,-74.851486
11.018628,-74.851493
11.018609,-74.851501
11.018591,-74.851501
11.018569,-74.851509
11.018544,-74.851516
11.018523,-74.851524
11.018502,-74.851524
11.018483,-74.851539
11.018461,-74.851547
11.018442,-74.851554
11.018421,-74.851562
11.018401,-74.851562
11.018384,-74.85157
11.018363,-74.85157
11.018347,-74.851577
11.018328,-74.851585
11.018311,-74.851585
11.018296,-74.851593
11.018279,-74.8516
11.018279,-74.8516
11.018279,-74.8516
11.018279,-74.8516
11.018279,-74.8516
11.018172,-74.851615
11.018152,-74.851623
11.018131,-74.851631
11.018113,-74.851631
11.018089,-74.851638
11.018066,-74.851646
11.018043,-74.851646
11.018023,-74.851654
11.018005,-74.851661
11.017987,-74.851661
11.017969,-74.851669
11.017949,-74.851676
11.017931,-74.851684
11.017912,-74.851684
11.017896,-74.851692
11.017889,-74.851692
11.01789,-74.851692
11.01789,-74.851692
11.017892,-74.851692
11.017893,-74.851692
